chapter	verse	text
29	7	Many on account of men’s ill-dealing have turned away; They have feared to be defrauded for nothing.
29	8	Howbeit with a man in poor estate be longsuffering; And let him not wait for your alms.
29	9	Help a poor man for the commandment’s sake; And according to his need send him not empty away.
29	10	Lose your money for a brother and a friend; And let it not rust under the stone to be lost.
29	11	Bestow your treasure according to the commandments of the Most High; And it shall profit you more than gold.
29	12	Shut up alms in your store-chambers; And it shall deliver you out of all affliction:
29	13	It shall fight for you against your enemy Better than a mighty shield and a ponderous spear.
29	14	A good man will be surety for his neighbor; And he that has lost shame will fail him.
29	15	Forget not the good offices of your surety; For he has given his life for you.
29	16	A sinner will overthrow the good estate of his surety;
29	17	And he that is of an unthankful mind will fail him that delivered him.
29	18	Suretiship has undone many that were prospering, And shaken them as a wave of the sea: Mighty men has it driven from their homes; And they wandered among strange nations.
29	19	A sinner that falls into suretiship, And undertakes contracts for work, shall fall into lawsuits.
29	20	Help your neighbor according to your power, And take heed to yourself that you fall not to the same.
29	21	The chief thing for life is water, and bread, And a garment, and a house to cover shame.
29	22	Better is the life of a poor man under a shelter of logs, Than sumptuous fare in another man’s house.
29	23	With little or with much, be well satisfied.
29	24	It is a miserable life to go from house to house: And where you are a sojourner, you shall not dare to open your mouth.
29	25	You shall entertain, and give to drink, and have no thanks: And besides this you shall hear bitter words.
29	26	Come hither, you sojourner, furnish a table, And if you have anything in your hand, feed me with it.
29	27	Go forth, you sojourner, from the face of honor; My brother is come to be my guest; I have need of my house.
29	28	These things are grievous to a man of understanding; The upbraiding of house-room, and the reproaching of the money-lender.
30	1	He that loves his son will continue to lay stripes upon him, That he may have joy of him in the end.
30	2	He that chastises his son shall have profit of him, And shall glory of him among his acquaintance.
30	3	He that teaches his son shall provoke his enemy to jealousy; And before friends he shall rejoice of him.
30	4	His father dieth, and is as though he had not died; For he has left one behind him like himself.
30	5	In his life, he saw and rejoiced in him; And when he died, he sorrowed not:
30	6	He left behind him an avenger against his enemies, And one to requite kindness to his friends.
30	7	He that makes too much of his son shall bind up his wounds; And his heart will be troubled at every cry.
30	8	An unbroken horse becomes stubborn; And a son left at large becomes headstrong.
30	9	Cocker your child, and he shall make you afraid: Play with him, and he will grieve you.
30	10	Laugh not with him, lest you have sorrow with him; And you shall gnash your teeth in the end.
30	11	Give him no liberty in his youth, And wink not at his follies.
30	12	Bow down his neck in his youth, And beat him on the sides while he is a child, Lest he wax stubborn, and be disobedient to you; And there shall be sorrow to your soul.
30	13	Chastise your son, and take pains with him, Lest his shameless behavior be an offence to you.
30	14	Better is a poor man, being sound and strong of constitution, Than a rich man that is plagued in his body.
30	15	Health and a good constitution are better than all gold; And a strong body than wealth without measure.
30	16	There is no riches better than health of body; And there is no gladness above the joy of the heart.
30	17	Death is better than a bitter life, And eternal rest than a continual sickness.
30	18	Good things poured out upon a mouth that is closed Are as messes of meat laid upon a grave.
30	19	What does an offering profit an idol? For neither shall it eat nor smell: So is he that is afflicted of the Lord,
30	20	Seeing with his eyes and groaning, As an eunuch embracing a virgin and groaning.
30	21	Give not over your soul to sorrow; And afflict not yourself in your own counsel.
30	22	Gladness of heart is the life of a man; And the joyfulness of a man is length of days.
30	23	Love your own soul, and comfort your heart: And remove sorrow far from you; For sorrow has destroyed many, And there is no profit therein.
30	24	Envy and wrath shorten a man’s days; And care brings old age before the time.
30	25	A cheerful and good heart Will have a care of his meat and diet.
31	1	Wakefulness that comes of riches consumes the flesh, And the anxiety thereof puts away sleep.
31	2	Wakeful anxiety will crave slumber; And in a sore disease sleep will be broken.
31	3	A rich man toileth in gathering money together; And when he rests, he is filled with his good things.
31	4	A poor man toileth in lack of substance; And when he rests, he becomes needy.
31	5	He that loves gold shall not be justified; And he that follows destruction shall himself have his fill of it.
31	6	Many have been given over to ruin for the sake of gold; And their perdition meets them face to face.
31	7	It is a stumbling block to those who sacrifice to it; And every fool shall be taken therewith.
31	8	Blessed is the rich that is found without blemish, And that goes not after gold.
31	9	Who is he? and we will call him blessed: For wonderful things has he done among his people.
31	10	Who has been tried thereby, and found perfect? Then let him glory. Who has had the power to transgress, and has not transgressed? And to do evil, and has not done it?
31	11	His goods shall be made sure, And the congregation shall declare his alms.
31	12	Sittest you at a great table? be not greedy upon it, And say not, Many are the things upon it.
31	13	Remember that an evil eye is a wicked thing: What has been created more evil than an eye? Therefore it sheds tears from every face.
31	14	Stretch not your hand wherever it looks, And thrust not yourself with it into the dish.
31	15	Consider your neighbor’s liking by your own; And be discreet in every point.
31	16	Eat, as becomes a man, those things which are set before you; And eat not greedily, lest you be hated.
31	17	Be first to leave off for manners’ sake; And be not insatiable, lest you offend.
31	18	And if you sit among many, Reach not out your hand before them.
31	19	How sufficient to a well-mannered man is a very little, And he does not breathe hard upon his bed.
31	20	Healthy sleep comes of moderate eating; He rises early, and his wits are with him: The pain of wakefulness, and colic, And griping, are with an insatiable man.
31	21	And if you have been forced to eat, Rise up in the midst thereof, and you shall have rest.
31	22	Hear me, my son, and despise me not, And at the last you shall find my words true: In all your works be quick, And no disease shall come to you.
31	23	Him that is liberal of his meat the lips shall bless; And the testimony of his excellence shall be believed.
31	24	Him that is a niggard of his meat the city shall murmur at; And the testimony of his niggardness shall be sure.
31	25	Show not yourself valiant in wine; For wine has destroyed many.
31	26	The furnace proves the temper of steel by dipping; So does wine prove hearts in the quarreling of the proud.
31	27	Wine is as good as life to men, If you drink it in its measure: What life is there to a man that is without wine? And it has been created to make men glad.
31	28	Wine drunk in season and to satisfy Is joy of heart, and gladness of soul:
31	29	Wine drunk largely is bitterness of soul, With provocation and conflict.
31	30	Drunkenness increases the rage of a fool to his hurt; It diminishes strength, and adds wounds.
31	31	Rebuke not your neighbor at a banquet of wine, Neither set him at nothing in his mirth: Speak not to him a word of reproach, And press not upon him by asking back a debt.
32	1	Have they made you ruler of a feast? Be not lifted up, Be you among them as one of them; Take thought for them, and so sit down.
32	2	And when you have done all your office, take your place, That you may be gladdened on their account, And receive a crown for your well ordering.
32	3	Speak, you that are the elder, for it becomes you, but with sound knowledge; And hinder not music.
32	4	Pour not out talk where there is a performance of music, And display not your wisdom out of season.
32	5	As a signet of carbuncle in a setting of gold, So is a concert of music in a banquet of wine.
32	6	As a signet of emerald in a work of gold, So is a strain of music with pleasant wine.
32	7	Speak, young man, if there be need of you; Yet scarcely if you be twice asked.
32	8	Sum up your speech, many things in few words; Be as one that knows and yet holds his tongue.
32	9	If you be among great men, behave not as their equal; And when another is speaking, make not much babbling.
32	10	Before thunder speedeth lightning; And before a shamefast man favor shall go forth.
32	11	Rise up betimes, and be not the last; Get you home quickly and loiter not:
32	12	There take your pastime, and do what is in your heart; And sin not by proud speech:
32	13	And for these things bless him that made you, And gives you to drink freely of his good things.
32	14	He that fears the Lord will receive his discipline; And those who seek him early shall find favor.
32	15	He that seeks the law shall be filled therewith: But the hypocrite shall stumble thereat.
32	16	They that fear the Lord shall find judgement, And shall kindle righteous acts as a light.
32	17	A sinful man shunneth reproof, And will find a judgement according to his will.
32	18	A man of counsel will not neglect a thought; A strange and proud man will not crouch in fear, Even after he has done a thing by himself without counsel.
32	19	Do nothing without counsel; And when you have once done, repent not.
32	20	Go not in a way of conflict; And stumble not in stony places.
32	21	Be not confident in a smooth way.
32	22	And beware of your own children.
32	23	In every work trust your own soul; For this is the keeping of the commandments.
32	24	He that believes the law gives heed to the commandment; And he that trusts in the Lord shall suffer no loss.
33	1	There shall no evil happen to him that fears the Lord; But in temptation once and again will he deliver him.
33	2	A wise man will not hate the law; But he that is a hypocrite therein is as a ship in a storm.
33	3	A man of understanding will put his trust in the law; And the law is faithful to him, as when one asks at the oracle.
33	4	Prepare your speech, and so shall you be heard; Bind up instruction, and make your answer.
33	5	The heart of a fool is as a cartwheel; And his thoughts like a rolling axle tree.
33	6	A stallion horse is as a mocking friend; He neighs under every one that sits upon him.
33	7	Why does one day excel another, When all the light of every day in the year is of the sun?
33	8	By the knowledge of the Lord they were distinguished; And he varied seasons and feasts:
33	9	Some of them he exalted and hallowed, And some of them has he made ordinary days.
33	10	And all men are from the ground, And Adam was created of earth.
33	11	In the abundance of his knowledge the Lord distinguished them, And made their ways various:
33	12	Some of them he blessed and exalted, And some of them he hallowed and brought near to himself: Some of them he cursed and brought low, And overthrew them from their place.
33	13	As the clay of the potter in his hand, All his ways are according to his good pleasure; So men are in the hand of him that made them, To render to them according to his judgement.
33	14	Good is the opposite of evil, And life is the opposite of death: So is the sinner is the opposite of the godly.
33	15	And thus look upon all the works of the Most High; Two and two, one against another.
33	16	And I waked up last, As one that gleans after the grape gatherers: By the blessing of the Lord I got before them, And filled my winepress as one that gathers grapes.
33	17	Consider that I laboured not for myself alone, But for all those who seek instruction.
33	18	Hear me, you great men of the people, And hearken with your ears, you rulers of the congregation.
33	19	To son and wife, to brother and friend, Give not power over you while you live; And give not your goods to another, Lest you repent and make supplication for them again.
33	20	Whilst you yet live, and breath is in you, Give not yourself over to anybody.
33	21	For better it is that your children should supplicate you, Than that you should look to the hand of your sons.
33	22	In all your works keep the upper hand; Bring not a stain on your honor.
33	23	In the day that you endest the days of your life, And in the time of death, distribute your inheritance.
33	24	Fodder, a stick, and burdens, for an ass; Bread, and discipline, and work, for a servant.
33	25	Set your servant to work, and you shall find rest: Leave his hands idle, and he will seek liberty.
33	26	Yoke and thong will bow the neck: And for an evil servant there are racks and tortures.
33	27	Send him to labor, that he be not idle; For idleness teaches much mischief.
33	28	Set him to work, as is fit for him; And if he obey not, make his fetters heavy.
33	29	And be not excessive toward any; And without judgement do nothing.
33	30	If you have a servant, let him be as yourself, Because you have bought him with blood.
33	31	If you have a servant, treat him as yourself; For as your own soul will you have need of him: If you treat him ill, and he depart and run away, Which way will you go to seek him?
34	1	Vain and false hopes are for a man void of understanding; And dreams give wings to fools.
34	2	As one that catches at a shadow, and follows after the wind, So is he that sets his mind on dreams.
34	3	The vision of dreams is as this thing against that, The likeness of a face near a face.
34	4	Of an unclean thing what shall be cleansed? And of that which is false what shall be true?
34	5	Divinations, and soothsayings, and dreams, are vain: And the heart fancies, as a woman’s in travail.
34	6	If they be not sent from the Most High in your visitation, Give not your heart to them.
34	7	For dreams have led many astray: And they have failed by putting their hope in them.
34	8	Without lying shall the law be accomplished; And wisdom is perfection to a faithful mouth.
34	9	A well-instructed man knows many things; And he that has much experience will declare understanding.
34	10	He that has no experience knows few things: But he that has wandered shall increase his skill.
34	11	In my wandering I have seen many things; And more than my words is my understanding.
34	12	Ofttimes was I in danger even to death; And I was preserved because of these things.
34	13	The spirit of those that fear the Lord shall live; For their hope is upon him that saves them.
34	14	Whoso fears the Lord shall not be afraid, and shall not play the coward; For he is his hope.
34	15	Blessed is the soul of him that fears the Lord: To whom does he give heed? and who is his stay?
34	16	The eyes of the Lord are upon those who love him, A mighty protection and strong stay, A cover from the hot blast, and a cover from the noonday, A guard from stumbling, and a succour from falling.
34	17	He raises up the soul, and enlighteneth the eyes: He gives healing, life, and blessing.
34	18	He that sacrifices of a thing wrongfully gotten, his offering is made in mockery; And the mockeries of wicked men are not well-pleasing.
34	19	The Most High has no pleasure in the offerings of the ungodly; Neither is he pacified for sins by the multitude of sacrifices.
34	20	As one that kills the son before his father’s eyes Is he that brings a sacrifice from the goods of the poor.
34	21	The bread of the needy is the life of the poor: He that depriveth him thereof is a man of blood.
34	22	As one that slays his neighbor is he that takes away his living; And as a shedder of blood is he that depriveth a hireling of his hire.
34	23	One building, and another pulling down, What profit have they had but toil?
34	24	One praying, and another cursing, Whose voice will the Lord listen to?
34	25	He that washes himself after touching a dead body, and touches it again, What profit has he in his washing?
34	26	Even so a man fasting for his sins, And going again, and doing the same; Who will listen to his prayer? And what profit has he in his humiliation?
35	1	He that keeps the law multiplies offerings; He that takes heed to the commandments sacrifices a peace offering.
35	2	He that requites a good turn offers fine flour; And he that gives alms sacrifices a thank offering.
35	3	To depart from wickedness is a thing pleasing to the Lord; And to depart from unrighteousness is an atoning sacrifice.
35	4	See that you appear not in the presence of the Lord empty.
35	5	For all these things are to be done because of the commandment.
35	6	The offering of the righteous makes the altar fat; And the sweet savor thereof is before the Most High.
35	7	The sacrifice of a righteous man is acceptable; And the memorial thereof shall not be forgotten.
35	8	Glorify the Lord with a good eye, And stint not the first fruits of your hands.
35	9	In every gift show a cheerful countenance, And dedicate your tithe with gladness.
35	10	Give to the Most High according as he has given; And as your hand has found, give with a good eye.
35	11	For the Lord recompenses, And he will recompense you sevenfold.
35	12	Think not to corrupt with gifts; for he will not receive them: And set not your mind on an unrighteous sacrifice; For the Lord is judge, And with him is no respect of persons.
35	13	He will not accept any person against a poor man; And he will listen to the prayer of him that is wronged.
35	14	He will in no wise despise the supplication of the fatherless; Nor the widow, when she pours out her tale.
35	15	Do not the tears of the widow run down her cheek? And is not her cry against him that has caused them to fall?
35	16	He that serves God according to his good pleasure shall be accepted, And his supplication shall reach to the clouds.
35	17	The prayer of the humble pierces the clouds; And till it come near, he will not be comforted; And he will not depart, till the Most High shall visit; And he shall judge righteously, and execute judgement.
35	18	And the Lord will not be slack, neither will he be longsuffering toward them, Till he have crushed the loins of the unmerciful; And he shall repay vengeance to the heathen; Till he have taken away the multitude of the haughty, And broken in pieces the sceptres of the unrighteous;
35	19	Till he have rendered to every man according to his doings, And to the works of men according to their plans; Till he have judged the cause of his people; And he shall make them to rejoice in his mercy.
35	20	Mercy is seasonable in the time of his afflicting them, As clouds of rain in the time of drought.
36	1	Have mercy upon us, O Lord the God of all, and behold;
36	2	And send your fear upon all the nations:
36	3	Lift up your hand against the strange nations; And let them see your mighty power.
36	4	As you were sanctified in us before them, So be you magnified in them before us.
36	5	And let them know you, as we also have known you, That there is no God but only you, O God.
36	6	Show new signs, and work various wonders; Glorify your hand and your right arm.
36	7	Raise up indignation, and pour out wrath; Take away the adversary, and destroy the enemy.
36	8	Hasten the time, and remember the oath; And let them declare your mighty works.
36	9	Let him that escapes be devoured by the rage of fire; And may those who harm your people find destruction.
36	10	Crush the heads of the rulers of the enemies, That say, There is none but we.
36	11	Gather all the tribes of Jacob together, And take them for your inheritance, as from the beginning.
36	12	O Lord, have mercy upon the people that is called by your name, And upon Israel, whom you did liken to a firstborn.
36	13	Have compassion upon the city of your sanctuary, Jerusalem, the place of your rest.
36	14	Fill Sion; exalt your oracles, And fill your people with your glory.
36	15	Give testimony to those that were your creatures in the beginning, And raise up the prophecies that have been in your name.
36	16	Give reward to those who wait for you: And men shall put their trust in your prophets.
36	17	Hearken, O Lord, to the prayer of your suppliants, According to the blessing of Aaron concerning your people; And all those who are on the earth shall know That you are the Lord, the eternal God.
36	18	The belly will eat any meat; Yet is one meat better than another.
36	19	The mouth tastes meats taken in hunting: So does an understanding heart false speeches.
36	20	A froward heart will cause heaviness: And a man of experience will recompense him.
36	21	A woman will receive any man; But one daughter is better than another.
36	22	The beauty of a woman cheers the countenance; And a man desires nothing so much.
36	23	If there is on her tongue mercy and meekness, Her husband is not like the sons of men.
36	24	He that gets a wife enters upon a possession: A help meet for him, and a pillar of rest.
36	25	Where no hedge is, the possession will be laid waste: And he that has no wife will mourn as he wandereth up and down.
36	26	For who will trust a nimble robber, that skips from city to city? Even so who shall trust a man that has no nest, and lodges wherever he finds himself at nightfall?
37	1	Every friend will say, I also am his friend: But there is a friend, which is only a friend in name.
37	2	Is there not a grief in it even to death, When a companion and friend is turned to enmity?
37	3	O wicked imagination, whence came you rolling in To cover the dry land with deceitfulness?
37	4	There is a companion, which rejoices in the gladness of a friend, But in time of affliction will be against him.
37	5	There is a companion, which for the belly’s sake labores with his friend, In the face of battle will take up the buckler.
37	6	Forget not a friend in your soul; And be not unmindful of him in your riches.
37	7	Every counsellor extols counsel; But there is that counsels for himself.
37	8	Let your soul beware of a counsellor, And know you before what is his interest (For he will take counsel for himself); Lest he cast the lot upon you,
37	9	And say to you, Your way is good: And he will stand near you, to see what will happen to you.
37	10	Take not counsel with one that looks askance at you; And hide your counsel from such as are jealous of you.
37	11	Take not counsel with a woman about her rival; Neither with a coward about war; Nor with a merchant about exchange; Nor with a buyer about selling; Nor with an envious man about thankfulness; Nor with an unmerciful man about kindliness; Nor with a sluggard about any kind of work; Nor with a hireling in your house about finishing his work; Nor with an idle servant about much business: Give not heed to these in any matter of counsel.
37	12	But rather be continually with a godly man, Whom you shall have known to be a keeper of the commandments, Who in his soul is as your own soul, And who will grieve with you, if you shall miscarry.
37	13	And make the counsel of your heart to stand; For there is none more faithful to you than it.
37	14	For a man’s soul is sometime wont to bring him tidings, More than seven watchmen that sit on high on a watch-tower.
37	15	And above all this entreat the Most High, That he may direct your way in truth.
37	16	Let reason be the beginning of every work, And let counsel go before every action.
37	17	As a token of the changing of the heart,
37	18	four manner of things do rise up, Good and evil, life and death; And that which rules over them continually is the tongue.
37	19	There is one that is shrewd and the instructor of many, And yet is unprofitable to his own soul.
37	20	There is one that is subtle in words, and is hated; He shall be destitute of all food:
37	21	For grace was not given him from the Lord; Because he is deprived of all wisdom.
37	22	There is one that is wise to his own soul; And the fruits of his understanding are trustworthy in the mouth.
37	23	A wise man will instruct his own people; And the fruits of his understanding are trustworthy.
37	24	A wise man shall be filled with blessing; And all those who see him shall call him happy.
37	25	The life of man is counted by days; And the days of Israel are innumerable.
37	26	The wise man shall inherit confidence among his people, And his name shall live forever.
37	27	My son, prove your soul in your life, And see what is evil for it, and give not that to it.
37	28	For all things are not profitable for all men, Neither has every soul pleasure in every thing.
37	29	Be not insatiable in any luxury, And be not greedy on the things that you eatest.
37	30	For in multitude of meats there shall be disease, And surfeiting shall come near to colic.
37	31	Because of surfeiting have many perished; But he that takes heed shall prolong his life.
38	1	Honor a physician according to your need of him with the honors due to him: For verily the Lord has created him.
38	2	For from the Most High comes healing; And from the king he shall receive a gift.
38	3	The skill of the physician shall lift up his head; And in the sight of great men he shall be admired.
38	4	The Lord created medicines out of the earth; And a prudent man will have no disgust at them.
38	5	Was not water made sweet with wood, That the virtue thereof might be known?
38	6	And he gave men skill, That they might be glorified in his marvelous works.
38	7	With them does he heal a man, And takes away his pain.
38	8	With these will the apothecary make a confection; And his works shall not be brought to an end; And from him is peace upon the face of the earth.
38	9	My son, in your sickness be not negligent; But pray to the Lord, and he shall heal you.
38	10	Put away wrong doing, and order your hands aright, And cleanse your heart from all manner of sin.
38	11	Give a sweet savor, and a memorial of fine flour; And make fat your offering, as one that is not.
38	12	Then give place to the physician, for verily the Lord has created him; And let him not go from you, for you have need of him.
38	13	There is a time when in their very hands is the issue for good.
38	14	For they also shall beseech the Lord, That he may prosper them in giving relief and in healing for the maintenance of life.
38	15	He that sins before his Maker, Let him fall into the hands of the physician.
38	16	My son, let your tears fall over the dead, And as one that suffers grievously begin lamentation; And wind up his body according to his due, And neglect not his burial.
38	17	Make bitter weeping, and make passionate wailing, And let your mourning be according to his desert, For one day or two, lest you be evil spoken of: And so be comforted for your sorrow.
38	18	For of sorrow comes death, And sorrow of heart will bow down the strength.
38	19	In calamity sorrow also remains: And the poor man’s life is grievous to the heart.
38	20	Give not your heart to sorrow: Put it away, remembering the last end:
38	21	Forget it not, for there is no returning again: Him you shall not profit, and you will hurt yourself.
38	22	Remember the sentence upon him; for so also shall your be; Yesterday for me, and today for you.
38	23	When the dead is at rest, let his remembrance rest; And be comforted for him, when his spirit departs from him.
38	24	The wisdom of the scribe comes by opportunity of leisure; And he that has little business shall become wise.
38	25	How shall he become wise that holds the plow, That glories in the shaft of the goad, That drives oxen, and is occupied in their labors, And whose discourse is of the stock of bulls?
38	26	He will set his heart upon turning his furrows; And his wakefulness is to give his heifers their fodder.
38	27	So is every craftsman and workmaster, That passes his time by night as by day; They that cut gravings of signets, And his diligence is to make great variety; He will set his heart to preserve likeness in his portraiture, And will be wakeful to finish his work.
38	28	So is the smith sitting by the anvil, And considering the unwrought iron: The vapor of the fire will waste his flesh; And in the heat of the furnace will he wrestle with his work: The noise of the hammer will be ever in his ear, And his eyes are upon the pattern of the vessel; He will set his heart upon perfecting his works, And And he will be wakeful to adorn them perfectly.
38	29	So is the potter sitting at his work, And turning the wheel about with his feet, Who is always anxiously set at his work, And all his handywork is by number;
38	30	He will fashion the clay with his arm, And will bend its strength in front of his feet; He will apply his heart to finish the glazing; And he will be wakeful to make clean the furnace.
38	31	All these put their trust in their hands; And each becomes wise in his own work.
38	32	Without these shall not a city be inhabited, And men shall not sojourn nor walk up and down therein.
38	33	They shall not be sought for in the council of the people, And in the assembly they shall not mount on high; They shall not sit on the seat of the judge, And they shall not understand the covenant of judgement: Neither shall they declare instruction and judgement; And where parables are they shall not be found.
38	34	But they will maintain the fabric of the world; And in the handywork of their craft is their prayer.
39	1	Not so he that has applied his soul, And meditateth in the law of the Most High; He will seek out the wisdom of all the ancients, And will be occupied in prophecies.
39	2	He will keep the discourse of the men of renown, And will enter in amidst the subtleties of parables.
39	3	He will seek out the hidden meaning of proverbs, And be conversant in the dark sayings of parables.
39	4	He will serve among great men, And appear before him that rules: He will travel through the land of strange nations; For he has tried good things and evil among men.
39	5	He will apply his heart to resort early to the Lord that made him, And will make supplication before the Most High, And will open his mouth in prayer, And will make supplication for his sins.
39	6	If the great Lord will, He shall be filled with the spirit of understanding: He shall pour forth the words of his wisdom, And in prayer give thanks to the Lord.
39	7	He shall direct his counsel and knowledge, And in his secrets shall he meditate.
39	8	He shall show forth the instruction which he has been taught, And shall glory in the law of the covenant of the Lord.
39	9	Many shall commend his understanding; And so long as the world endures, it shall not be blotted out: His memorial shall not depart, And his name shall live from generation to generation.
39	10	Nations shall declare his wisdom, And the congregation shall tell out his praise.
39	11	If he continue, he shall leave a greater name than a thousand: And if he die, he adds thereto.
39	12	Yet more will I utter, which I have thought upon; And I am filled as the moon at the full.
39	13	Hearken to me, you holy children, And bud forth as a rose growing by a brook of water:
39	14	And give you a sweet savor as frankencense, And put forth flowers as a lily, Spread abroad a sweet smell, and sing a song of praise; Bless you the Lord for all his works.
39	15	Magnify his name, And give utterance to his praise With the songs of your lips, and with harps; And thus shall you say when you utter his praise:
39	16	All the works of the Lord are exceeding good, And every command shall be accomplished in his season.
39	17	None can say, What is this? wherefore is that? For in his season they shall all be sought out. At his word the waters stood as a heap, And the receptacles of waters at the word of his mouth.
39	18	At his command is all his good pleasure done; And there is none that shall hinder his salvation.
39	19	The works of all flesh are before him; And it is not possible to be hid from his eyes.
39	20	He sees from everlasting to everlasting; And there is nothing wonderful before him.
39	21	None can say, What is this? wherefore is that? For all things are created for their uses.
39	22	His blessing covered the dry land as a river, And saturated it as a flood.
39	23	As he has turned the waters into saltness; So shall the heathen inherit his wrath.
39	24	His ways are plain to the holy; So are they stumbling blocks to the wicked.
39	25	Good things are created from the beginning for the good; So are evil things for sinners.
39	26	The chief of all things necessary for the life of man Are water, and fire, and iron, and salt, And flour of wheat, and honey, and milk, The blood of the grape, and oil, and clothing.
39	27	All these things are for good to the godly; So to the sinners they shall be turned into evil.
39	28	There be winds that are created for vengeance, And in their fury lay on their scourges heavily; In the time of consummation they pour out their strength, And shall appease the wrath of him that made them.
39	29	Fire, and hail, and famine, and death, All these are created for vengeance;
39	30	Teeth of wild beasts, and scorpions and adders, And a sword punishing the ungodly to destruction.
39	31	They shall rejoice in his commandment, And shall be made ready upon earth, when need is; And in their seasons they shall not transgress his word.
39	32	Therefore from the beginning I was resolved, And I thought this, and left it in writing;
39	33	All the works of the Lord are good: And he will supply every need in its season.
39	34	And none can say, This is worse than that: For they shall all be well approved in their season.
39	35	And now with all your heart and mouth sing you praises, And bless the name of the Lord.
40	1	Great travail is created for every man, And a heavy yoke is upon the sons of Adam, From the day of their coming forth from their mother’s womb, Until the day for their burial in the mother of all things.
40	2	The expectation of things to come, and the day of death, Trouble their thoughts, and cause fear of heart;
40	3	From him that sits on a throne of glory, Even to him that is humbled in earth and ashes;
40	4	From him that wears purple and a crown, Even to him that is clothed with a hempen frock.
40	5	There is wrath, and jealousy, and trouble, and disquiet, And fear of death, and anger, and strife; And in the time of rest upon his bed His night sleep does change his knowledge.
40	6	A little or nothing is his resting, And afterward in his sleep, as in a day of keeping watch, He is troubled in the vision of his heart, As one that has escaped from the front of battle.
40	7	In the very time of his deliverance he awakens, And marvels that the fear is nothing.
40	8	It is thus with all flesh, from man to beast, And upon sinners sevenfold more.
40	9	Death, and bloodshed, and strife, and sword, Calamities, famine, tribulation, and the scourge;
40	10	All these things were created for the wicked, And because of them came the flood.
40	11	All things that are of the earth turn to the earth again: And all things that are of the waters return into the sea.
40	12	All bribery and injustice shall be blotted out; And good faith shall stand forever.
40	13	The goods of the unjust shall be dried up like a river, And like a great thunder in rain shall go off in noise.
40	14	In opening his hands a man shall be made glad: So shall transgressors utterly fail.
40	15	The children of the ungodly shall not put forth many branches; And are as unclean roots upon a sheer rock.
40	16	The sedge that grows upon every water and bank of a river Shall be plucked up before all grass.
40	17	Bounty is as a garden of blessings, And almsgiving endures forever.
40	18	The life of one that labores, and is contented, shall be made sweet; And he that finds a treasure is above both.
40	19	Children and the building of a city establish a man’s name; And a blameless wife is counted above both.
40	20	Wine and music rejoice the heart; And the love of wisdom is above both.
40	21	The pipe and the lute make pleasant melody; And a pleasant tongue is above both.
40	22	Your eye shall desire grace and beauty; And above both the green blade of corn.
40	23	A friend and a companion never meet amiss; And a wife with her husband is above both.
40	24	Brethren and succour are for a time of affliction; And almsgiving is a deliverer above both.
40	25	Gold and silver will make the foot stand sure; And counsel is esteemed above them both.
40	26	Riches and strength will lift up the heart; And the fear of the Lord is above both: There is nothing lacking in the fear of the Lord, And there is no need to seek help therein.
40	27	The fear of the Lord is as a garden of blessing, And covers a man above all glory.
40	28	My son, lead not a beggar’s life; Better it is to die than to beg.
40	29	A man that looks to the table of another, His life is not to be counted for a life; He will pollute his soul with another man’s meats: But a man wise and well-instructed will beware thereof.
40	30	In the mouth of the shameless begging will be sweet; And in his belly a fire shall be kindled.
41	1	O death, how bitter is the remembrance of you to a man that is at peace in his possessions, To the man that has nothing to distract him, and has prosperity in all things, And that still has strength to receive meat!
41	2	O death, acceptable is your sentence to a man that is needy, and that fails in strength, That is in extreme old age, and is distracted about all things, And is perverse, and has lost patience!
41	3	Don’t be afraid of the sentence of death; Remember those who have been before you, and that come after: This is the sentence from the Lord over all flesh.
41	4	And why do you refuse, when it is the good pleasure of the Most High? Whether it be ten, or a hundred, or a thousand years, There is no inquisition of life in the grave.
41	5	The children of sinners are abominable children, And they frequent the dwellings of the ungodly.
41	6	The inheritance of sinners’ children shall perish, And with their posterity shall be a perpetual reproach.
41	7	Children will complain of an ungodly father, Because they shall be reproached for his sake.
41	8	Woe to you, ungodly men, Which have forsaken the law of the Most High God!
41	9	If you be born, you shall be born to a curse; If you die, a curse shall be your portion.
41	10	All things that are of the earth shall go back to the earth: So the ungodly shall go from a curse to perdition.
41	11	The mourning of men is about their bodies: But the name of sinners being evil shall be blotted out.
41	12	Have regard to your name; For it continueth with you longer than a thousand great treasures of gold.
41	13	A good life has its number of days; And a good name continueth forever.
41	14	My children, keep instruction in peace: But wisdom that is hid, and a treasure that is not seen, What profit is in them both?
41	15	Better is a man that hides his foolishness Than a man that hides his wisdom.
41	16	Wherefore show reverence to my word: For it is not good to retain every kind of shame; And not all things are approved by all in good faith.
41	17	Be ashamed of whoredom before father and mother: And of a lie before a prince and a mighty man;
41	18	Of an offence before a judge and ruler; Of iniquity before the congregation and the people; Of unjust dealing before a partner and friend;
41	19	And of theft in regard of the place where you sojourn, And in regard of the truth of God and his covenant; And of leaning with your elbow at meat; And of scurrility in the matter of giving and taking;
41	20	And of silence before those who salute you; And of looking upon a woman that is a harlot;
41	21	And of turning away your face from a kinsman; Of taking away a portion or a gift; And of gazing upon a woman that has a husband;
41	22	Of being over busy with his maid; and come not near her bed; Of upbraiding speeches before friends; And after you have given, upbraid not;
